"Group","Scenario","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP2.6_MFM","noAFM",0.0303244212963453,0.0361280079949365,0.030436696238402,0.0179945589558613,2.93055405077528,1.35966608255434,4.01981511959078,1.0762438703,0.015469740341839,0.0110297540913278,0.0065285126085373,0,0.0388716186390414,0,0,0.00487843835835277,0,0.0018893481443365,0.00268630474944851,0.413892506078789,0.00629128197132157,0,0,0,0.000562876080158642,0.283961300637972,0.00514075370712636,1.03474215780451
"RCP2.6_SFM","noAFM",0.030324359599833,0.0361280079949365,0.0304367665957935,0.0179945589558613,2.93058976988881,1.35966608255434,4.01984741167659,1.0762438703,0.015470927028774,0.011037809686812,0.006527663048412,0,0.0400131120531278,0,0,0.00487829794210391,0,0.0018893481443365,0.00268610308596379,0.413892506078789,0.00616655122152059,0,0,0,0.000562733402399845,0.283912703050341,0.00513942939315909,1.03447753887638
"REF_MFM","noAFM",0.0387490446827547,0.0361262082000402,0.0317831459950122,0.0179945589558613,3.46505652574678,1.35966961712627,5.03872252431018,1.0762438703,0.0138765263084748,0.0106497889557698,0.0065242407541538,0,0.0332447321415651,0,0,0.00567847677715332,0,0.0012971231289698,0.00208223203790982,0.080099547574401,0.00307591576424255,0,0,0,0.000669424992171702,0.282094242238588,0.00431284986735443,1.01047792722906
"REF_SFM","noAFM",0.0387419669400442,0.0361262082000402,0.0317831352939541,0.0179945589558613,3.46513518213107,1.35966961712627,5.03871866479992,1.0762438703,0.0138796135630209,0.010664007972146,0.0065222033801604,0,0.0333782247649955,0,0,0.00567795879192167,0,0.0012971231289698,0.00208799550272835,0.080099547574401,0.00302262175856539,0,0,0,0.000669104519400412,0.282105608467208,0.00431078986033984,1.01038982801985
"RCP2.6_MFM","AFMfree",0.0303394226421828,0.0361280079949365,0.0304473489661451,0.0179945589558613,2.9311116910166,1.35966608255434,4.01986606919734,1.0762438703,0.01324984115979,0.0100346389968777,0.0066268849080197,0.000731935656922071,0.0279134355024775,0,0,0.00523236765452105,0,0.0018893481443365,0.00265305778649002,0.413892506078789,0.00593143245697047,0,0,0,0.000568862711232028,0.285358950580818,0.00517499610645502,1.03664842007604
"RCP2.6_SFM","AFMfree",0.0303409503646306,0.0361280079949365,0.03044687921677,0.0179945589558613,2.93122918608856,1.35966608255434,4.01994855165319,1.0762438703,0.0133998383857642,0.0100590391856632,0.0065586967786352,0.000720552639632215,0.0293071541003521,0,0,0.0047260944837107,0,0.0018893481443365,0.00265095735339588,0.413892506078789,0.00561771346005415,0,0,0,0.000568980500657542,0.285348254488523,0.00518772684722371,1.03626517808865
"REF_MFM","AFMfree",0.0387615649723939,0.0361262082000402,0.0317944106805917,0.0179945589558613,3.46498832032582,1.35966961712627,5.03870830658298,1.0762438703,0.0118689352922096,0.00964936362250312,0.00662584142077699,0.000640941245199233,0.0196552464394981,0,0,0.00602584360345024,0,0.0012971231289698,0.00205624858553104,0.080099547574401,0.00310452270439325,0,0,0,0.000671697341043187,0.283906280988231,0.00432791360496653,1.01325338022747
"REF_SFM","AFMfree",0.0387817851891789,0.0361262082000402,0.0317892966350371,0.0179945589558613,3.46500260790711,1.35966961712627,5.03869038910879,1.0762438703,0.0120608091360225,0.00970881342049654,0.0064713280308077,0.000633806148761016,0.0198374940794486,0,0,0.00532668969176159,0,0.0012971231289698,0.00204731594674866,0.080099547574401,0.00313727435322109,0,0,0,0.000675735814597091,0.283897121906642,0.0043547928152682,1.01325317725763
"RCP2.6_MFM","AFM25",0.030326624420132,0.0361280079949365,0.03044226012588,0.0179945589558613,2.93106051534557,1.35966608255434,4.0198559968355,1.0762438703,0.0130738929604547,0.0101178614391459,0.0065745795344378,0.000594041905074461,0.0290125128443582,0,0,0.00550368162516392,0,0.0018893481443365,0.00267286396063595,0.413892506078789,0.00590441836697445,0,0,0,0.000568999514204453,0.285328206464791,0.00517457465039339,1.03625599938789
"RCP2.6_SFM","AFM25",0.0303213256338785,0.0361280079949365,0.0304338361903494,0.0179945589558613,2.92993560097445,1.35966608255434,4.01965596852663,1.0762438703,0.0133668351663398,0.0110393658570021,0.0068081153753355,0.000638993024649929,0.0261654403622118,0,0,0.0044917374094025,0,0.0018893481443365,0.00270061925994241,0.413892506078789,0.0069329411374445,0,0,0,0.000568674272412624,0.285307178622288,0.00518497243727616,1.03773926847397
"REF_MFM","AFM25",0.0387771072924056,0.0361262082000402,0.0317909159648515,0.0179945589558613,3.46510925713636,1.35966961712627,5.03869465836497,1.0762438703,0.0115604630871265,0.00977214391064934,0.0065933003508926,0.000510657591593306,0.0199210697331238,0,0,0.00632956745555056,0,0.0012971231289698,0.00205071159734993,0.080099547574401,0.00310299952923604,0,0,0,0.0006699447719292,0.283817191889226,0.00431610612754708,1.01323328728981
"REF_SFM","AFM25",0.0387400544306805,0.0361262082000402,0.0317844595487682,0.0179945589558613,3.46495104036289,1.35966961712627,5.03862632751739,1.0762438703,0.0117670853241421,0.0106673421710259,0.0067696015056282,0.000584248911025083,0.0226763892519572,0,0,0.00523824796698476,0,0.0012971231289698,0.00208468445311854,0.080099547574401,0.0033033190096832,0,0,0,0.000675330441179039,0.283433184910124,0.00435236097545412,1.01229963437331
"RCP2.6_MFM","AFM50",0.0303253559320567,0.0361280079949365,0.0304405349059302,0.0179945589558613,2.93044755740891,1.35966608255434,4.01983886781976,1.0762438703,0.0130301596973964,0.0105972735626933,0.0065326631447237,0.000415904629100919,0.027541467524683,0,0,0.00572534514091974,0,0.0018893481443365,0.00267751254019753,0.413892506078789,0.00626599137288313,0,0,0,0.0005632514944203,0.285329892983327,0.00514447770912831,1.03744626610334
"RCP2.6_SFM","AFM50",0.030281781548244,0.0361280079949365,0.0304215333686106,0.0179945589558613,2.92915346702761,1.35966608255434,4.01953293791237,1.0762438703,0.0132990227427721,0.0120019153307451,0.007200717968314,0.000469060450572173,0.0393435245386747,0,0,0.00412957599687488,0,0.0018893481443365,0.0027556572696865,0.413892506078789,0.007600556325173,0,0,0,0.000567721601057961,0.283656600679226,0.00517468525482699,1.03492385883452
"REF_MFM","AFM50",0.038746992005474,0.0361262082000402,0.0317915165141251,0.0179945589558613,3.46493289933823,1.35966961712627,5.03863902914762,1.0762438703,0.011461519235757,0.0101190888858918,0.0065222656157552,0.000383721844487322,0.0204639982433397,0,0,0.0065415870608697,0,0.0012971231289698,0.00206843945446263,0.080099547574401,0.00329667689821825,0,0,0,0.000672594983048147,0.283720725499398,0.00433378977890906,1.01282659891474
"REF_SFM","AFM50",0.0387021804668342,0.0361262082000402,0.0317786860793114,0.0179945589558613,3.46502794302469,1.35966961712627,5.03868951421277,1.0762438703,0.011625583343773,0.0111173643839335,0.0071951874972057,0.000420581526924677,0.037294731446931,0,0,0.00493457349388522,0,0.0012971231289698,0.00211975057114918,0.080099547574401,0.00314350454551549,0,0,0,0.000673505045541184,0.281565022281809,0.00433902428090683,1.00954245183135
"RCP2.6_MFM","AFM75",0.0302960148113205,0.0361280079949365,0.0304347809715348,0.0179945589558613,2.93003034114636,1.35966608255434,4.01970273774566,1.0762438703,0.0130414254180512,0.0104645516872757,0.00646703063939649,0.000225794369661115,0.0288155927565454,0,0,0.00593232718133296,0,0.0018893481443365,0.00271185244377556,0.413892506078789,0.00678410845446139,0,0,0,0.000562633143073572,0.285035061749728,0.00513861634142492,1.03742668649102
"RCP2.6_SFM","AFM75",0.0302243680468205,0.0361280079949365,0.0304087972992093,0.0179945589558613,2.92819544961112,1.35966608255434,4.01939501494436,1.0762438703,0.0130257528873757,0.0142847197232786,0.0077936533591202,0.000260747345596272,0.0481360828094532,0,0,0.0036624676314906,0,0.0018893481443365,0.00282087316347817,0.413892506078789,0.00832187021226511,0,0,0,0.000566376226710437,0.282712973214387,0.00515611288950144,1.03004500428325
"REF_MFM","AFM75",0.0387207240391508,0.0361262082000402,0.0317878544532873,0.0179945589558613,3.4649943339814,1.35966961712627,5.03866314348219,1.0762438703,0.0112488501885447,0.0100036789808913,0.0064553186725406,0.000216217552864861,0.0251478675156793,0,0,0.00685178816657006,0,0.0012971231289698,0.00209284785611971,0.080099547574401,0.0031986281587065,0,0,0,0.000671244262578744,0.283163714294128,0.00432529060139371,1.01205225109175
"REF_SFM","AFM75",0.0386192424110401,0.0361262082000402,0.0317697442731366,0.0179945589558613,3.46489722333741,1.35966961712627,5.03866341115901,1.0762438703,0.0112467378609129,0.0142386999673886,0.0078047357740437,0.000248282705522429,0.0391573167662624,0,0,0.00461663995794489,0,0.0012971231289698,0.00220506587424449,0.080099547574401,0.0032825763800832,0,0,0,0.000675326248702604,0.281237233505614,0.00435129752384158,1.00629223742566
"RCP2.6_MFM","AFM100",0.030292923847433,0.0361280079949365,0.0304294497337032,0.0179945589558613,2.92968536497725,1.35966608255434,4.019721178152,1.0762438703,0.0130392120592328,0.0109531682024693,0.0064334409257794,0,0.0349340918811512,0,0,0.00616239269430176,0,0.0018893481443365,0.00272575752763301,0.413892506078789,0.00689658689349505,0,0,0,0.000562157619436136,0.284377255273398,0.00513281491443679,1.03594118715706
"RCP2.6_SFM","AFM100",0.0301901308104255,0.0361280079949365,0.030392001239671,0.0179945589558613,2.9271990866483,1.35966608255434,4.01914112856634,1.0762438703,0.0125668158309963,0.0155329737795958,0.0087545379555914,0,0.0713226087367568,0,0,0.00313356487576931,0,0.0018893481443365,0.00288027895104147,0.413892506078789,0.00938814758078452,0,0,0,0.000564024592018594,0.280432926369348,0.00513977661370512,1.02083613187661
"REF_MFM","AFM100",0.0387058407839852,0.0361262082000402,0.0317885216799422,0.0179945589558613,3.46500282509572,1.35966961712627,5.03866212297053,1.0762438703,0.0111808526467563,0.0106300267241056,0.0064273812453393,0,0.0281677984098892,0,0,0.00711719734850686,0,0.0012971231289698,0.00209953061895682,0.080099547574401,0.0032202468886505,0,0,0,0.000669931674702815,0.282642610842017,0.00431514813381444,1.01144481904237
"REF_SFM","AFM100",0.0385813567018157,0.0361262082000402,0.0317617802760489,0.0179945589558613,3.46448350080763,1.35966961712627,5.03852366621573,1.0762438703,0.0107701753838251,0.0149898937666625,0.0087703894592153,0,0.0555526711047384,0,0,0.00417975356885048,0,0.0012971231289698,0.00224777138273614,0.080099547574401,0.003785096132176,0,0,0,0.000671707506036515,0.279200311001678,0.00432763786662867,1.00150781936667
